"game_id","date_game","game_start_time","visitor_team_name","visitor_pts","home_team_name","home_pts","home_pt_diff","visit_pt_diff","home_wl_perc","visit_wl_perc","visit_wl_as_visitor","home_wl_as_home","home_play_yest","visit_play_yest","home_3_in_4","visit_3_in_4","home_2_in_3","visit_2_in_3","label"
"200010310ATL","Tue, Oct 31, 2000","7:30p","Charlotte Hornets",106,"Atlanta Hawks",82,0,0,0,0,0,0,0,0,0,0,0,0,0
"200010310NJN","Tue, Oct 31, 2000","7:30p","Cleveland Cavaliers",86,"New Jersey Nets",82,0,0,0,0,0,0,0,0,0,0,0,0,0
"200010310ORL","Tue, Oct 31, 2000","7:30p","Washington Wizards",86,"Orlando Magic",97,0,0,0,0,0,0,0,0,0,0,0,0,1
"200010310DAL","Tue, Oct 31, 2000","8:00p","Milwaukee Bucks",93,"Dallas Mavericks",97,0,0,0,0,0,0,0,0,0,0,0,0,1
"200010310NYK","Tue, Oct 31, 2000","8:00p","Philadelphia 76ers",101,"New York Knicks",72,0,0,0,0,0,0,0,0,0,0,0,0,0
"200010310TOR","Tue, Oct 31, 2000","8:00p","Detroit Pistons",104,"Toronto Raptors",95,0,0,0,0,0,0,0,0,0,0,0,0,0
"200010310CHI","Tue, Oct 31, 2000","8:30p","Sacramento Kings",100,"Chicago Bulls",81,0,0,0,0,0,0,0,0,0,0,0,0,0
"200010310HOU","Tue, Oct 31, 2000","8:30p","Minnesota Timberwolves",106,"Houston Rockets",98,0,0,0,0,0,0,0,0,0,0,0,0,0
"200010310SAS","Tue, Oct 31, 2000","8:30p","Indiana Pacers",85,"San Antonio Spurs",98,0,0,0,0,0,0,0,0,0,0,0,0,1
"200010310UTA","Tue, Oct 31, 2000","9:00p","Los Angeles Clippers",94,"Utah Jazz",107,0,0,0,0,0,0,0,0,0,0,0,0,1
"200010310GSW","Tue, Oct 31, 2000","10:30p","Phoenix Suns",94,"Golden State Warriors",96,0,0,0,0,0,0,0,0,0,0,0,0,1
"200010310POR","Tue, Oct 31, 2000","10:30p","Los Angeles Lakers",96,"Portland Trail Blazers",86,0,0,0,0,0,0,0,0,0,0,0,0,0
"200010310VAN","Tue, Oct 31, 2000","10:30p","Seattle SuperSonics",88,"Vancouver Grizzlies",94,0,0,0,0,0,0,0,0,0,0,0,0,1
"200011010BOS","Wed, Nov 1, 2000","7:00p","Detroit Pistons",83,"Boston Celtics",103,0,9,0,1,1,0,0,1,0,0,0,0,1
"200011010PHI","Wed, Nov 1, 2000","7:00p","Toronto Raptors",98,"Philadelphia 76ers",104,29,-9,1,0,0,0,1,1,0,0,0,0,1
"200011010CHH","Wed, Nov 1, 2000","7:30p","Washington Wizards",95,"Charlotte Hornets",77,24,-11,1,0,0,0,1,1,0,0,0,0,0
"200011010CLE","Wed, Nov 1, 2000","7:30p","Sacramento Kings",100,"Cleveland Cavaliers",102,4,19,1,1,1,0,1,1,0,0,0,0,1
"200011010MIA","Wed, Nov 1, 2000","8:00p","Orlando Magic",79,"Miami Heat",105,0,11,0,1,0,0,0,1,0,0,0,0,1
"200011010SEA","Wed, Nov 1, 2000","10:00p","Denver Nuggets",99,"Seattle SuperSonics",112,-6,0,0,0,0,0,1,0,0,0,0,0,1
"200011010LAL","Wed, Nov 1, 2000","10:30p","Utah Jazz",97,"Los Angeles Lakers",92,10,13,1,1,0,0,1,1,0,0,0,0,0
"200011020NYK","Thu, Nov 2, 2000","7:30p","Atlanta Hawks",69,"New York Knicks",94,-29,-24,0,0,0,0,0,0,0,0,0,0,1
"200011020DAL","Thu, Nov 2, 2000","8:00p","Indiana Pacers",88,"Dallas Mavericks",94,4,-13,1,0,0,1,0,0,0,0,0,0,1
"200011020SAS","Thu, Nov 2, 2000","8:00p","Minnesota Timberwolves",91,"San Antonio Spurs",103,13,8,1,1,1,1,0,0,0,0,0,0,1
"200011020HOU","Thu, Nov 2, 2000","8:30p","Milwaukee Bucks",93,"Houston Rockets",115,-8,-4,0,0,0,0,0,0,0,0,0,0,1
"200011020DEN","Thu, Nov 2, 2000","9:00p","Golden State Warriors",97,"Denver Nuggets",101,-13,2,0,1,0,0,1,0,0,0,0,0,1
"200011020PHO","Thu, Nov 2, 2000","9:00p","Portland Trail Blazers",82,"Phoenix Suns",108,-2,-10,0,0,0,0,0,0,0,0,0,0,1
"200011020LAC","Thu, Nov 2, 2000","10:30p","Vancouver Grizzlies",99,"Los Angeles Clippers",91,-13,6,0,1,0,0,0,0,0,0,0,0,0
"200011030WAS","Fri, Nov 3, 2000","7:00p","New York Knicks",80,"Washington Wizards",76,3.5,-2,0.5,0.5,0,0,0,1,0,0,1,1,0
"200011030BOS","Fri, Nov 3, 2000","7:30p","Toronto Raptors",91,"Boston Celtics",93,20,-7.5,1,0,0,1,0,0,0,0,0,1,1
"200011030CHH","Fri, Nov 3, 2000","7:30p","Miami Heat",79,"Charlotte Hornets",83,3,26,0.5,1,0,0,0,0,0,0,1,0,1
"200011030ORL","Fri, Nov 3, 2000","7:30p","Philadelphia 76ers",87,"Orlando Magic",80,-7.5,17.5,0.5,1,1,1,0,0,0,0,1,1,0
"200011030DET","Fri, Nov 3, 2000","8:00p","Sacramento Kings",100,"Detroit Pistons",93,-5.5,8.5,0.5,0.5,0.5,0,0,0,0,0,1,1,0
"200011030CHI","Fri, Nov 3, 2000","8:30p","New Jersey Nets",92,"Chicago Bulls",82,-19,-4,0,0,0,0,0,0,0,0,0,0,0
"200011040VAN","Sat, Nov 4, 2000","3:30p","Los Angeles Lakers",98,"Vancouver Grizzlies",89,7,2.5,1,0.5,1,1,0,0,0,0,0,0,0
"200011040IND","Sat, Nov 4, 2000","7:00p","Chicago Bulls",81,"Indiana Pacers",94,-9.5,-14.5,0,0,0,0,0,1,0,0,0,0,1
"200011040TOR","Sat, Nov 4, 2000","7:00p","Washington Wizards",96,"Toronto Raptors",103,-5.66666666666667,1,0,0.333333333333333,0.5,0,1,1,1,1,1,1,1
"200011040ATL","Sat, Nov 4, 2000","7:30p","Orlando Magic",107,"Atlanta Hawks",104,-24.5,-7.33333333333333,0,0.333333333333333,0,0,0,1,0,1,0,1,0
"200011040CLE","Sat, Nov 4, 2000","7:30p","Boston Celtics",89,"Cleveland Cavaliers",91,3,11,1,1,0,1,0,1,0,0,0,1,1
"200011040MIA","Sat, Nov 4, 2000","7:30p","Philadelphia 76ers",84,"Miami Heat",82,11,14,0.5,1,1,1,1,1,0,1,1,1,0
"200011040DAL","Sat, Nov 4, 2000","8:00p","Utah Jazz",112,"Dallas Mavericks",106,5,9,1,1,1,1,0,0,0,0,0,0,0
"200011040MIN","Sat, Nov 4, 2000","8:00p","Sacramento Kings",91,"Minnesota Timberwolves",99,-2,8,0.5,0.666666666666667,0.666666666666667,0,0,1,0,1,0,1,1
"200011040NJN","Sat, Nov 4, 2000","8:00p","Charlotte Hornets",98,"New Jersey Nets",87,3,3.33333333333333,0.5,0.666666666666667,1,0,1,1,0,1,0,1,0
"200011040MIL","Sat, Nov 4, 2000","8:30p","Detroit Pistons",88,"Milwaukee Bucks",97,-13,-6,0,0.333333333333333,0.5,0,0,1,0,1,0,1,1
"200011040DEN","Sat, Nov 4, 2000","9:00p","Phoenix Suns",102,"Denver Nuggets",99,-4.5,12,0.5,0.5,0,1,0,0,0,0,1,0,0
"200011040SEA","Sat, Nov 4, 2000","10:00p","Portland Trail Blazers",97,"Seattle SuperSonics",90,3.5,-18,0.5,0,0,1,0,0,0,0,0,0,0
"200011040GSW","Sat, Nov 4, 2000","10:30p","San Antonio Spurs",117,"Golden State Warriors",105,-1,12.5,0.5,1,0,1,0,0,0,0,0,0,0
"200011040LAC","Sat, Nov 4, 2000","10:30p","Houston Rockets",74,"Los Angeles Clippers",77,-10.5,7,0,0.5,0,0,0,0,0,0,0,0,1
"200011050PHO","Sun, Nov 5, 2000","8:00p","Houston Rockets",99,"Phoenix Suns",104,9,3.66666666666667,0.666666666666667,0.333333333333333,0,1,1,1,0,0,1,1,1
"200011050LAL","Sun, Nov 5, 2000","9:30p","Los Angeles Clippers",103,"Los Angeles Lakers",108,4.66666666666667,-6,0.666666666666667,0.333333333333333,0,0,1,1,0,0,0,1,1
"200011060ORL","Mon, Nov 6, 2000","7:30p","Seattle SuperSonics",99,"Orlando Magic",110,-4.75,0,0.5,0.333333333333333,0,0.5,0,0,0,0,1,0,1
"200011060DEN","Mon, Nov 6, 2000","9:00p","Dallas Mavericks",108,"Denver Nuggets",96,-4,1.33333333333333,0.333333333333333,0.666666666666667,0,0.5,0,0,0,0,0,0,0
"200011060UTA","Mon, Nov 6, 2000","9:00p","Minnesota Timberwolves",92,"Utah Jazz",98,8,1.33333333333333,1,0.666666666666667,0.5,1,0,0,0,0,0,0,1
"200011060VAN","Mon, Nov 6, 2000","10:00p","Atlanta Hawks",87,"Vancouver Grizzlies",97,1.66666666666667,-17.3333333333333,0.666666666666667,0,0,0.5,0,0,0,0,0,0,1
"200011060SAC","Mon, Nov 6, 2000","10:30p","Portland Trail Blazers",75,"Sacramento Kings",79,4,-9.66666666666667,0.5,0.333333333333333,0.5,0,0,0,0,0,1,0,1
"200011070TOR","Tue, Nov 7, 2000","7:00p","Boston Celtics",75,"Toronto Raptors",105,-2.5,6.66666666666667,0.25,0.666666666666667,0,0.5,0,0,0,0,0,0,1
"200011070MIL","Tue, Nov 7, 2000","8:00p","New York Knicks",103,"Milwaukee Bucks",89,-5.66666666666667,0,0.333333333333333,0.666666666666667,1,1,0,0,0,0,0,0,0
"200011070CHI","Tue, Nov 7, 2000","8:30p","Washington Wizards",88,"Chicago Bulls",83,-14,-1,0,0.25,0.333333333333333,0,0,0,0,0,0,0,0
"200011070HOU","Tue, Nov 7, 2000","8:30p","Los Angeles Lakers",74,"Houston Rockets",84,1.5,4.75,0.25,0.75,1,0.5,0,0,0,0,1,1,1
"200011070PHO","Tue, Nov 7, 2000","9:00p","San Antonio Spurs",81,"Phoenix Suns",100,8,12.3333333333333,0.75,1,1,1,0,0,0,0,1,0,1
"200011070POR","Tue, Nov 7, 2000","10:00p","Atlanta Hawks",88,"Portland Trail Blazers",97,-8.25,-15.5,0.25,0,0,0,1,1,0,0,1,1,1
"200011080IND","Wed, Nov 8, 2000","7:00p","Milwaukee Bucks",97,"Indiana Pacers",108,-2,-7.75,0.333333333333333,0.25,0,1,0,1,0,0,0,0,1
"200011080PHI","Wed, Nov 8, 2000","7:00p","Detroit Pistons",94,"Philadelphia 76ers",103,11,-6.75,1,0.25,0.333333333333333,1,0,0,0,0,0,0,1
"200011080WAS","Wed, Nov 8, 2000","7:00p","New Jersey Nets",102,"Washington Wizards",86,0.2,-1.66666666666667,0.4,0.333333333333333,1,0,1,0,0,0,0,0,0
"200011080MIA","Wed, Nov 8, 2000","7:30p","Seattle SuperSonics",81,"Miami Heat",87,6.66666666666667,-2.75,0.333333333333333,0.25,0,0.5,0,0,0,0,0,0,1
"200011080NYK","Wed, Nov 8, 2000","7:30p","Cleveland Cavaliers",99,"New York Knicks",97,3.5,2.66666666666667,0.75,1,1,0.5,1,0,0,0,0,0,0
"200011080ORL","Wed, Nov 8, 2000","7:30p","Charlotte Hornets",96,"Orlando Magic",90,-1.6,5.25,0.6,0.75,1,0.666666666666667,0,0,0,0,0,0,0
"200011080DAL","Wed, Nov 8, 2000","8:00p","Vancouver Grizzlies",101,"Dallas Mavericks",74,4,3.75,0.75,0.75,1,0.666666666666667,0,0,0,0,0,0,0
"200011080SAS","Wed, Nov 8, 2000","8:00p","Los Angeles Lakers",81,"San Antonio Spurs",91,4.5,1.8,0.75,0.6,0.666666666666667,1,1,1,0,1,0,1,1
"200011080DEN","Wed, Nov 8, 2000","9:00p","Minnesota Timberwolves",107,"Denver Nuggets",109,-6,-0.5,0.25,0.5,0.333333333333333,0.333333333333333,0,0,0,0,0,0,1
"200011080LAC","Wed, Nov 8, 2000","10:30p","Utah Jazz",93,"Los Angeles Clippers",87,-5.75,7.5,0.25,1,1,0.5,0,0,0,0,0,0,0
"200011080SAC","Wed, Nov 8, 2000","10:30p","Golden State Warriors",84,"Sacramento Kings",115,4,-4.66666666666667,0.6,0.333333333333333,0,1,0,0,0,0,0,0,1
"200011090CHH","Thu, Nov 9, 2000","7:30p","Seattle SuperSonics",102,"Charlotte Hornets",94,5.4,-3.4,0.8,0.2,0,0.5,1,1,0,0,0,1,0
"200011090NJN","Thu, Nov 9, 2000","7:30p","Detroit Pistons",108,"New Jersey Nets",94,2.75,-7.2,0.5,0.2,0.25,0,1,1,0,0,0,0,0
"200011090MIN","Thu, Nov 9, 2000","8:00p","Philadelphia 76ers",84,"Minnesota Timberwolves",82,-0.8,10.6,0.4,1,1,1,1,1,0,0,1,0,0
"200011090CHI","Thu, Nov 9, 2000","8:30p","Orlando Magic",90,"Chicago Bulls",95,-11.75,-2.33333333333333,0,0.5,0.5,0,0,1,0,0,0,1,1
"200011090HOU","Thu, Nov 9, 2000","8:30p","Vancouver Grizzlies",78,"Houston Rockets",85,3.2,8.4,0.4,0.8,1,0.666666666666667,0,1,0,0,0,1,1
"200011090PHO","Thu, Nov 9, 2000","9:00p","Atlanta Hawks",79,"Phoenix Suns",88,10.2,-14.2,0.8,0,0,1,0,0,0,0,0,1,1
"200011090POR","Thu, Nov 9, 2000","10:00p","Denver Nuggets",91,"Portland Trail Blazers",107,-4.8,-4.4,0.4,0.4,0,0.5,0,1,0,0,1,1,1
"200011100TOR","Fri, Nov 10, 2000","7:00p","Cleveland Cavaliers",88,"Toronto Raptors",115,4,2.5,0.4,1,1,0.666666666666667,0,0,0,0,0,0,1
"200011100WAS","Fri, Nov 10, 2000","7:00p","Indiana Pacers",86,"Washington Wizards",74,-2.5,1.25,0.333333333333333,0.5,0,0,0,0,0,0,1,0,0
"200011100BOS","Fri, Nov 10, 2000","7:30p","New York Knicks",103,"Boston Celtics",101,-2.5,2.4,0.5,0.6,1,1,0,0,0,0,0,1,0
"200011100DAL","Fri, Nov 10, 2000","8:00p","San Antonio Spurs",77,"Dallas Mavericks",79,-2.2,5.6,0.6,0.8,0.5,0.5,0,0,0,0,0,1,1
"200011100UTA","Fri, Nov 10, 2000","9:00p","Miami Heat",87,"Utah Jazz",80,7.2,6.5,1,0.5,0,1,0,0,0,0,0,0,0
"200011100GSW","Fri, Nov 10, 2000","10:30p","Sacramento Kings",114,"Golden State Warriors",107,-11.25,8.5,0.25,0.666666666666667,0.5,0.5,0,0,0,0,0,0,0
"200011100LAC","Fri, Nov 10, 2000","10:30p","Atlanta Hawks",106,"Los Angeles Clippers",115,-5.8,-13.3333333333333,0.2,0,0,0.333333333333333,0,1,0,1,0,1,1
"200011110NJN","Sat, Nov 11, 2000","1:00p","Seattle SuperSonics",91,"New Jersey Nets",126,-0.6,-1.5,0.4,0.333333333333333,0.25,0,0,0,0,0,1,1,1
"200011110IND","Sat, Nov 11, 2000","7:00p","Detroit Pistons",84,"Indiana Pacers",94,3.4,-3.66666666666667,0.6,0.333333333333333,0.4,1,1,0,0,0,1,1,1
"200011110CLE","Sat, Nov 11, 2000","7:30p","Washington Wizards",73,"Cleveland Cavaliers",86,-3.4,-3.85714285714286,0.8,0.285714285714286,0.5,1,1,1,0,1,1,1,1
"200011110NYK","Sat, Nov 11, 2000","7:30p","Charlotte Hornets",67,"New York Knicks",81,2.33333333333333,3.16666666666667,0.666666666666667,0.666666666666667,1,0.333333333333333,1,0,1,0,1,1,1
"200011110PHI","Sat, Nov 11, 2000","8:00p","Boston Celtics",83,"Philadelphia 76ers",85,9.16666666666667,-2.4,1,0.4,0,1,0,1,0,0,1,0,1
"200011110CHI","Sat, Nov 11, 2000","8:30p","Toronto Raptors",98,"Chicago Bulls",75,-8.4,7.83333333333333,0.2,0.5,0,0.25,0,1,0,0,0,0,0
"200011110MIL","Sat, Nov 11, 2000","8:30p","Minnesota Timberwolves",103,"Milwaukee Bucks",92,-8.4,-1,0.2,0.333333333333333,0.25,0.5,0,0,0,0,0,1,0
"200011110SAS","Sat, Nov 11, 2000","8:30p","Vancouver Grizzlies",78,"San Antonio Spurs",91,4.33333333333333,5.83333333333333,0.666666666666667,0.666666666666667,0.666666666666667,1,1,0,1,0,1,1,1
"200011110PHO","Sat, Nov 11, 2000","9:00p","Miami Heat",82,"Phoenix Suns",84,10,6.6,0.833333333333333,0.6,0.5,1,0,1,0,0,0,1,1
"200011110POR","Sat, Nov 11, 2000","10:00p","Houston Rockets",88,"Portland Trail Blazers",111,-1.33333333333333,3.83333333333333,0.5,0.5,0,0.666666666666667,0,0,0,0,0,0,1
"200011120DET","Sun, Nov 12, 2000","6:00p","Seattle SuperSonics",92,"Detroit Pistons",101,-4.57142857142857,-6.28571428571429,0.285714285714286,0.285714285714286,0.2,0,1,1,1,1,1,1,1
"200011120DEN","Sun, Nov 12, 2000","9:00p","Los Angeles Clippers",79,"Denver Nuggets",95,-6.33333333333333,-3.33333333333333,0.333333333333333,0.333333333333333,0,0.5,0,0,0,0,0,0,1
"200011120GSW","Sun, Nov 12, 2000","9:00p","Orlando Magic",105,"Golden State Warriors",99,-10.4,-2.71428571428571,0.2,0.428571428571429,0.333333333333333,0.333333333333333,0,0,0,0,0,0,0
"200011120SAC","Sun, Nov 12, 2000","9:00p","Dallas Mavericks",84,"Sacramento Kings",109,8.28571428571429,-1.5,0.714285714285714,0.666666666666667,1,1,0,0,0,0,0,0,1
"200011120LAL","Sun, Nov 12, 2000","9:30p","Houston Rockets",99,"Los Angeles Lakers",105,-0.166666666666667,0,0.5,0.428571428571429,0,0.5,0,1,0,0,0,1,1
"200011130NJN","Mon, Nov 13, 2000","7:30p","Portland Trail Blazers",94,"New Jersey Nets",82,5.33333333333333,2.14285714285714,0.5,0.571428571428571,0.333333333333333,0.25,0,0,0,0,0,0,0
"200011130LAC","Mon, Nov 13, 2000","10:30p","Dallas Mavericks",90,"Los Angeles Clippers",76,-5.14285714285714,-4.85714285714286,0.285714285714286,0.571428571428571,0.5,0.5,1,1,0,0,1,1,0
"200011140ATL","Tue, Nov 14, 2000","7:30p","Portland Trail Blazers",97,"Atlanta Hawks",99,-12.7142857142857,3.375,0,0.625,0.5,0,0,1,0,0,0,1,1
"200011140CLE","Tue, Nov 14, 2000","7:30p","Golden State Warriors",86,"Cleveland Cavaliers",96,-0.666666666666667,-9.66666666666667,0.833333333333333,0.166666666666667,0,1,0,0,0,0,0,0,1
"200011140MIA","Tue, Nov 14, 2000","7:30p","Charlotte Hornets",86,"Miami Heat",89,5.16666666666667,0.714285714285714,0.5,0.571428571428571,0.75,0.666666666666667,0,0,0,0,0,0,1
"200011140SAC","Tue, Nov 14, 2000","8:00p","Orlando Magic",82,"Sacramento Kings",96,10.375,-1.625,0.75,0.5,0.5,1,0,0,0,0,0,0,1
"200011140HOU","Tue, Nov 14, 2000","8:30p","Chicago Bulls",83,"Houston Rockets",110,-0.75,-10.8333333333333,0.375,0.166666666666667,0,0.75,0,0,0,0,1,0,1
"200011140SAS","Tue, Nov 14, 2000","8:30p","Utah Jazz",79,"San Antonio Spurs",86,5.57142857142857,4.83333333333333,0.714285714285714,0.833333333333333,1,1,0,0,0,0,0,0,1
"200011140LAL","Tue, Nov 14, 2000","10:30p","Denver Nuggets",103,"Los Angeles Lakers",119,0.714285714285714,-3.14285714285714,0.571428571428571,0.428571428571429,0,0.666666666666667,0,0,0,0,0,0,1
"200011140SEA","Tue, Nov 14, 2000","10:30p","New York Knicks",75,"Seattle SuperSonics",96,-6.625,4,0.25,0.714285714285714,1,0.5,0,0,0,0,1,0,1
"200011150BOS","Wed, Nov 15, 2000","7:00p","Washington Wizards",109,"Boston Celtics",116,-2.33333333333333,-5,0.333333333333333,0.25,0.4,0.666666666666667,0,0,0,0,0,0,1
"200011150PHI","Wed, Nov 15, 2000","7:00p","Cleveland Cavaliers",98,"Philadelphia 76ers",107,8.14285714285714,0.857142857142857,1,0.857142857142857,0.666666666666667,1,0,1,0,0,0,0,1
"200011150DET","Wed, Nov 15, 2000","7:30p","Indiana Pacers",92,"Detroit Pistons",88,-2.875,4.5,0.375,0.666666666666667,0.333333333333333,0.5,0,0,0,0,0,0,0
"200011150MIL","Wed, Nov 15, 2000","8:00p","Atlanta Hawks",74,"Milwaukee Bucks",84,-8.83333333333333,-10.875,0.166666666666667,0.125,0,0.333333333333333,0,1,0,0,0,0,1
"200011150MIN","Wed, Nov 15, 2000","8:00p","Golden State Warriors",90,"Minnesota Timberwolves",92,0.714285714285714,-9.71428571428571,0.428571428571429,0.142857142857143,0,0.5,0,1,0,0,0,1,1
"200011150NJN","Wed, Nov 15, 2000","8:00p","Miami Heat",91,"New Jersey Nets",93,2.85714285714286,4.85714285714286,0.428571428571429,0.571428571428571,0.333333333333333,0.2,0,1,0,0,0,0,1
"200011150PHO","Wed, Nov 15, 2000","9:00p","Dallas Mavericks",78,"Phoenix Suns",99,8.85714285714286,-2.5,0.857142857142857,0.625,0.666666666666667,1,0,0,0,0,0,1,1
"200011150LAC","Wed, Nov 15, 2000","10:30p","New York Knicks",74,"Los Angeles Clippers",78,-6.25,0.875,0.25,0.625,0.75,0.4,0,1,0,0,1,0,1
"200011160TOR","Thu, Nov 16, 2000","7:00p","Portland Trail Blazers",86,"Toronto Raptors",80,10,2.77777777777778,0.571428571428571,0.555555555555556,0.4,0.75,0,0,0,0,0,1,0
"200011160WAS","Thu, Nov 16, 2000","7:00p","San Antonio Spurs",99,"Washington Wizards",95,-5.22222222222222,5.75,0.222222222222222,0.75,0.333333333333333,0,1,0,0,0,0,0,0
"200011160SAC","Thu, Nov 16, 2000","8:00p","Los Angeles Lakers",112,"Sacramento Kings",110,10.7777777777778,2.625,0.777777777777778,0.625,0.5,1,0,0,0,0,0,0,0
"200011160HOU","Thu, Nov 16, 2000","8:30p","Charlotte Hornets",80,"Houston Rockets",84,2.33333333333333,0.25,0.444444444444444,0.5,0.6,0.8,0,0,0,0,0,0,1
"200011160DEN","Thu, Nov 16, 2000","9:00p","Chicago Bulls",85,"Denver Nuggets",89,-4.75,-13.1428571428571,0.375,0.142857142857143,0,0.6,0,0,0,0,0,0,1
"200011160UTA","Thu, Nov 16, 2000","9:00p","Orlando Magic",84,"Utah Jazz",99,3.14285714285714,-3,0.714285714285714,0.444444444444444,0.4,0.666666666666667,0,0,0,0,0,0,1
"200011160VAN","Thu, Nov 16, 2000","10:00p","Los Angeles Clippers",76,"Vancouver Grizzlies",72,3.14285714285714,-5.11111111111111,0.571428571428571,0.333333333333333,0,0.666666666666667,0,1,0,1,0,1,0
"200011170IND","Fri, Nov 17, 2000","7:00p","Golden State Warriors",92,"Indiana Pacers",90,4.42857142857143,-8.75,0.714285714285714,0.125,0,1,0,0,0,0,0,1,0
"200011170PHI","Fri, Nov 17, 2000","7:00p","Miami Heat",73,"Philadelphia 76ers",94,8.25,4,1,0.5,0.25,1,0,0,0,0,0,1,1
"200011170BOS","Fri, Nov 17, 2000","7:30p","Atlanta Hawks",99,"Boston Celtics",106,-1,-10.7777777777778,0.428571428571429,0.111111111111111,0,0.75,0,0,0,0,0,1,1
"200011170CHH","Fri, Nov 17, 2000","7:30p","Detroit Pistons",96,"Charlotte Hornets",89,-0.222222222222222,-3,0.444444444444444,0.333333333333333,0.333333333333333,0.333333333333333,1,0,0,0,1,0,0
"200011170MIN","Fri, Nov 17, 2000","8:00p","San Antonio Spurs",94,"Minnesota Timberwolves",99,0.875,5.55555555555556,0.5,0.777777777777778,0.5,0.666666666666667,0,1,0,0,0,1,1
"200011170MIL","Fri, Nov 17, 2000","8:30p","Cleveland Cavaliers",76,"Milwaukee Bucks",89,-6.14285714285714,-0.375,0.285714285714286,0.75,0.5,0.5,0,0,0,0,0,1,1
"200011170PHO","Fri, Nov 17, 2000","9:00p","New York Knicks",90,"Phoenix Suns",85,10.375,0.333333333333333,0.875,0.555555555555556,0.6,1,0,0,0,0,0,1,0
"200011170SEA","Fri, Nov 17, 2000","10:00p","Dallas Mavericks",99,"Seattle SuperSonics",95,-3.55555555555556,-4.55555555555556,0.333333333333333,0.555555555555556,0.5,0.666666666666667,0,0,0,0,0,0,0
"200011180TOR","Sat, Nov 18, 2000","7:00p","Milwaukee Bucks",102,"Toronto Raptors",111,8,-3.75,0.5,0.375,0,0.6,0,1,0,0,0,1,1
"200011180WAS","Sat, Nov 18, 2000","7:00p","Boston Celtics",89,"Washington Wizards",109,-5.1,0,0.2,0.5,0,0,0,1,0,0,1,1,1
"200011180ATL","Sat, Nov 18, 2000","7:30p","Minnesota Timberwolves",94,"Atlanta Hawks",84,-10.4,1.33333333333333,0.1,0.555555555555556,0.4,0.333333333333333,1,1,1,0,1,1,0
"200011180MIA","Sat, Nov 18, 2000","7:30p","Portland Trail Blazers",80,"Miami Heat",86,1.22222222222222,3.1,0.444444444444444,0.6,0.5,0.75,1,0,1,0,1,0,1
"200011180NJN","Sat, Nov 18, 2000","8:00p","Indiana Pacers",92,"New Jersey Nets",97,2.75,3.625,0.5,0.625,0.5,0.333333333333333,0,1,0,0,0,1,1
"200011180HOU","Sat, Nov 18, 2000","8:30p","Phoenix Suns",89,"Houston Rockets",94,2.5,8.66666666666667,0.5,0.777777777777778,0.5,0.833333333333333,0,1,0,0,0,1,1
"200011180DEN","Sat, Nov 18, 2000","9:00p","Los Angeles Lakers",86,"Denver Nuggets",87,-3.77777777777778,2.55555555555556,0.444444444444444,0.666666666666667,0.6,0.666666666666667,0,0,0,0,0,0,1
"200011180UTA","Sat, Nov 18, 2000","9:00p","Chicago Bulls",64,"Utah Jazz",109,4.625,-12,0.75,0.125,0,0.75,0,0,0,0,0,0,1
"200011180VAN","Sat, Nov 18, 2000","10:00p","Dallas Mavericks",91,"Vancouver Grizzlies",88,2.25,-3.7,0.5,0.6,0.6,0.5,0,1,0,0,0,1,0
"200011180LAC","Sat, Nov 18, 2000","10:30p","Seattle SuperSonics",86,"Los Angeles Clippers",83,-4.2,-3.6,0.4,0.3,0.166666666666667,0.5,0,1,0,0,1,0,0
"200011190ORL","Sun, Nov 19, 2000","6:00p","Portland Trail Blazers",110,"Orlando Magic",102,-4.2,2.5,0.4,0.6,0.428571428571429,0.5,0,1,0,0,0,1,0
"200011190DET","Sun, Nov 19, 2000","7:00p","Charlotte Hornets",105,"Detroit Pistons",96,-2,-0.9,0.4,0.4,0.5,0.333333333333333,0,0,0,0,0,1,0
"200011190NYK","Sun, Nov 19, 2000","8:00p","Golden State Warriors",71,"New York Knicks",88,0.8,-7.55555555555556,0.6,0.222222222222222,0.2,0.5,0,0,0,0,0,0,1
"200011190LAL","Sun, Nov 19, 2000","9:30p","Chicago Bulls",96,"Los Angeles Lakers",104,2.2,-15.6666666666667,0.6,0.111111111111111,0,0.75,1,1,0,0,1,1,1
"200011200BOS","Mon, Nov 20, 2000","7:00p","Philadelphia 76ers",114,"Boston Celtics",90,-2.22222222222222,9.66666666666667,0.444444444444444,1,1,0.8,0,0,0,0,1,0,0
"200011200TOR","Mon, Nov 20, 2000","7:00p","Charlotte Hornets",100,"Toronto Raptors",64,8.11111111111111,0,0.555555555555556,0.454545454545455,0.571428571428571,0.666666666666667,0,1,0,1,0,1,0
"200011200UTA","Mon, Nov 20, 2000","9:00p","Dallas Mavericks",107,"Utah Jazz",98,9.11111111111111,-3.4,0.777777777777778,0.7,0.666666666666667,0.8,0,0,0,0,0,1,0
"200011200VAN","Mon, Nov 20, 2000","10:00p","Denver Nuggets",95,"Vancouver Grizzlies",92,1.66666666666667,-3.3,0.444444444444444,0.5,0,0.4,0,0,0,0,0,0,0
"200011200LAC","Mon, Nov 20, 2000","10:30p","New Jersey Nets",86,"Los Angeles Clippers",85,-4.5,3,0.4,0.555555555555556,1,0.428571428571429,0,0,0,0,0,0,0
